"Device: USB-1608FS"
"Serial Number: 7844"
"Channel Count: 2"
"Sample Count: 5750"
"Start Time: 10/24/2019 10:47:22.874 AM"
"Scan Rate: 1000"
"Sample","Date/Time","AI0 (V)","Torr (V)"
"39","10/24/2019 10:47:22.913 AM","-0.627","2.264"
"40","10/24/2019 10:47:22.914 AM","-0.627","2.265"
"41","10/24/2019 10:47:22.915 AM","-0.628","2.264"
"42","10/24/2019 10:47:22.916 AM","-0.628","2.264"
"43","10/24/2019 10:47:22.917 AM","-0.628","2.265"
"44","10/24/2019 10:47:22.918 AM","-0.628","2.264"
"45","10/24/2019 10:47:22.919 AM","-0.628","2.265"
"46","10/24/2019 10:47:22.920 AM","-0.628","2.264"
"47","10/24/2019 10:47:22.921 AM","-0.627","2.265"
"48","10/24/2019 10:47:22.922 AM","-0.628","2.265"
"49","10/24/2019 10:47:22.923 AM","-0.627","2.265"
"50","10/24/2019 10:47:22.924 AM","-0.626","2.264"
"51","10/24/2019 10:47:22.925 AM","-0.627","2.265"
"52","10/24/2019 10:47:22.926 AM","-0.628","2.264"
"53","10/24/2019 10:47:22.927 AM","-0.628","2.265"
"54","10/24/2019 10:47:22.928 AM","-0.627","2.264"
"55","10/24/2019 10:47:22.929 AM","-0.626","2.264"
"56","10/24/2019 10:47:22.930 AM","-0.626","2.264"
"57","10/24/2019 10:47:22.931 AM","-0.627","2.265"
"58","10/24/2019 10:47:22.932 AM","-0.627","2.264"
"59","10/24/2019 10:47:22.933 AM","-0.626","2.264"
"60","10/24/2019 10:47:22.934 AM","-0.626","2.265"
"61","10/24/2019 10:47:22.935 AM","-0.626","2.263"
"62","10/24/2019 10:47:22.936 AM","-0.626","2.265"
"63","10/24/2019 10:47:22.937 AM","-0.625","2.264"
"64","10/24/2019 10:47:22.938 AM","-0.626","2.265"
"65","10/24/2019 10:47:22.939 AM","-0.625","2.264"
"66","10/24/2019 10:47:22.940 AM","-0.625","2.264"
"67","10/24/2019 10:47:22.941 AM","-0.625","2.264"
"68","10/24/2019 10:47:22.942 AM","-0.624","2.263"
"69","10/24/2019 10:47:22.943 AM","-0.625","2.264"
"70","10/24/2019 10:47:22.944 AM","-0.624","2.263"
"71","10/24/2019 10:47:22.945 AM","-0.624","2.264"
"72","10/24/2019 10:47:22.946 AM","-0.623","2.263"
"73","10/24/2019 10:47:22.947 AM","-0.624","2.264"
"74","10/24/2019 10:47:22.948 AM","-0.624","2.263"
"75","10/24/2019 10:47:22.949 AM","-0.624","2.264"
"76","10/24/2019 10:47:22.950 AM","-0.624","2.264"
"77","10/24/2019 10:47:22.951 AM","-0.624","2.264"
"78","10/24/2019 10:47:22.952 AM","-0.624","2.263"
"79","10/24/2019 10:47:22.953 AM","-0.624","2.263"
"80","10/24/2019 10:47:22.954 AM","-0.624","2.264"
"81","10/24/2019 10:47:22.955 AM","-0.624","2.264"
"82","10/24/2019 10:47:22.956 AM","-0.623","2.264"
"83","10/24/2019 10:47:22.957 AM","-0.623","2.264"
"84","10/24/2019 10:47:22.958 AM","-0.623","2.264"
"85","10/24/2019 10:47:22.959 AM","-0.624","2.264"
"86","10/24/2019 10:47:22.960 AM","-0.623","2.263"
"87","10/24/2019 10:47:22.961 AM","-0.623","2.263"
"88","10/24/2019 10:47:22.962 AM","-0.622","2.264"
"89","10/24/2019 10:47:22.963 AM","-0.623","2.264"
"90","10/24/2019 10:47:22.964 AM","-0.622","2.265"
"91","10/24/2019 10:47:22.965 AM","-0.623","2.264"
"92","10/24/2019 10:47:22.966 AM","-0.622","2.265"
"93","10/24/2019 10:47:22.967 AM","-0.624","2.265"
"94","10/24/2019 10:47:22.968 AM","-0.623","2.264"
"95","10/24/2019 10:47:22.969 AM","-0.623","2.264"
"96","10/24/2019 10:47:22.970 AM","-0.622","2.265"
"97","10/24/2019 10:47:22.971 AM","-0.623","2.265"
"98","10/24/2019 10:47:22.972 AM","-0.624","2.265"
"99","10/24/2019 10:47:22.973 AM","-0.624","2.264"
"100","10/24/2019 10:47:22.974 AM","-0.624","2.265"
"101","10/24/2019 10:47:22.975 AM","-0.624","2.265"
"102","10/24/2019 10:47:22.976 AM","-0.623","2.266"
"103","10/24/2019 10:47:22.977 AM","-0.624","2.266"
"104","10/24/2019 10:47:22.978 AM","-0.624","2.265"
"105","10/24/2019 10:47:22.979 AM","-0.624","2.265"
"106","10/24/2019 10:47:22.980 AM","-0.625","2.265"
"107","10/24/2019 10:47:22.981 AM","-0.624","2.266"
"108","10/24/2019 10:47:22.982 AM","-0.624","2.265"
"109","10/24/2019 10:47:22.983 AM","-0.624","2.266"
"110","10/24/2019 10:47:22.984 AM","-0.624","2.266"
"111","10/24/2019 10:47:22.985 AM","-0.624","2.266"
"112","10/24/2019 10:47:22.986 AM","-0.625","2.266"
"113","10/24/2019 10:47:22.987 AM","-0.625","2.266"
"114","10/24/2019 10:47:22.988 AM","-0.625","2.266"
"115","10/24/2019 10:47:22.989 AM","-0.625","2.267"
"116","10/24/2019 10:47:22.990 AM","-0.625","2.267"
"117","10/24/2019 10:47:22.991 AM","-0.625","2.266"
"118","10/24/2019 10:47:22.992 AM","-0.624","2.266"
"119","10/24/2019 10:47:22.993 AM","-0.625","2.266"
"120","10/24/2019 10:47:22.994 AM","-0.625","2.267"
"121","10/24/2019 10:47:22.995 AM","-0.625","2.267"
"122","10/24/2019 10:47:22.996 AM","-0.625","2.267"
"123","10/24/2019 10:47:22.997 AM","-0.626","2.267"
"124","10/24/2019 10:47:22.998 AM","-0.625","2.266"
"125","10/24/2019 10:47:22.999 AM","-0.625","2.267"
"126","10/24/2019 10:47:23.000 AM","-0.625","2.267"
"127","10/24/2019 10:47:23.001 AM","-0.626","2.268"
"128","10/24/2019 10:47:23.002 AM","-0.625","2.267"
"129","10/24/2019 10:47:23.003 AM","-0.625","2.267"
"130","10/24/2019 10:47:23.004 AM","-0.625","2.267"
"131","10/24/2019 10:47:23.005 AM","-0.625","2.267"
"132","10/24/2019 10:47:23.006 AM","-0.625","2.268"
"133","10/24/2019 10:47:23.007 AM","-0.625","2.267"
"134","10/24/2019 10:47:23.008 AM","-0.625","2.268"
"135","10/24/2019 10:47:23.009 AM","-0.624","2.268"
"136","10/24/2019 10:47:23.010 AM","-0.625","2.268"
"137","10/24/2019 10:47:23.011 AM","-0.625","2.268"
"138","10/24/2019 10:47:23.012 AM","-0.624","2.267"
"139","10/24/2019 10:47:23.013 AM","-0.625","2.267"
"140","10/24/2019 10:47:23.014 AM","-0.624","2.267"
"141","10/24/2019 10:47:23.015 AM","-0.624","2.267"
"142","10/24/2019 10:47:23.016 AM","-0.624","2.268"
"143","10/24/2019 10:47:23.017 AM","-0.624","2.267"
"144","10/24/2019 10:47:23.018 AM","-0.624","2.267"
"145","10/24/2019 10:47:23.019 AM","-0.625","2.267"
"146","10/24/2019 10:47:23.020 AM","-0.624","2.267"
"147","10/24/2019 10:47:23.021 AM","-0.624","2.267"
"148","10/24/2019 10:47:23.022 AM","-0.624","2.267"
"149","10/24/2019 10:47:23.023 AM","-0.624","2.266"
"150","10/24/2019 10:47:23.024 AM","-0.623","2.267"
"151","10/24/2019 10:47:23.025 AM","-0.624","2.266"
"152","10/24/2019 10:47:23.026 AM","-0.624","2.266"
"153","10/24/2019 10:47:23.027 AM","-0.624","2.266"
"154","10/24/2019 10:47:23.028 AM","-0.623","2.267"
"155","10/24/2019 10:47:23.029 AM","-0.622","2.266"
"156","10/24/2019 10:47:23.030 AM","-0.623","2.266"
"157","10/24/2019 10:47:23.031 AM","-0.623","2.267"
"158","10/24/2019 10:47:23.032 AM","-0.624","2.265"
"159","10/24/2019 10:47:23.033 AM","-0.623","2.266"
"160","10/24/2019 10:47:23.034 AM","-0.623","2.265"
"161","10/24/2019 10:47:23.035 AM","-0.623","2.265"
"162","10/24/2019 10:47:23.036 AM","-0.623","2.265"
"163","10/24/2019 10:47:23.037 AM","-0.622","2.265"
"164","10/24/2019 10:47:23.038 AM","-0.623","2.264"
"165","10/24/2019 10:47:23.039 AM","-0.622","2.264"
"166","10/24/2019 10:47:23.040 AM","-0.623","2.264"
"167","10/24/2019 10:47:23.041 AM","-0.622","2.265"
"168","10/24/2019 10:47:23.042 AM","-0.622","2.264"
"169","10/24/2019 10:47:23.043 AM","-0.622","2.264"
"170","10/24/2019 10:47:23.044 AM","-0.622","2.263"
"171","10/24/2019 10:47:23.045 AM","-0.621","2.264"
"172","10/24/2019 10:47:23.046 AM","-0.622","2.265"
"173","10/24/2019 10:47:23.047 AM","-0.621","2.264"
"174","10/24/2019 10:47:23.048 AM","-0.622","2.265"
"175","10/24/2019 10:47:23.049 AM","-0.621","2.264"
"176","10/24/2019 10:47:23.050 AM","-0.622","2.263"
"177","10/24/2019 10:47:23.051 AM","-0.621","2.264"
"178","10/24/2019 10:47:23.052 AM","-0.621","2.264"
"179","10/24/2019 10:47:23.053 AM","-0.621","2.265"
"180","10/24/2019 10:47:23.054 AM","-0.621","2.264"
"181","10/24/2019 10:47:23.055 AM","-0.622","2.264"
"182","10/24/2019 10:47:23.056 AM","-0.621","2.264"
"183","10/24/2019 10:47:23.057 AM","-0.621","2.264"
"184","10/24/2019 10:47:23.058 AM","-0.621","2.265"
"185","10/24/2019 10:47:23.059 AM","-0.621","2.265"
"186","10/24/2019 10:47:23.060 AM","-0.622","2.264"
"187","10/24/2019 10:47:23.061 AM","-0.621","2.265"
"188","10/24/2019 10:47:23.062 AM","-0.621","2.264"
"189","10/24/2019 10:47:23.063 AM","-0.621","2.265"
"190","10/24/2019 10:47:23.064 AM","-0.621","2.264"
"191","10/24/2019 10:47:23.065 AM","-0.621","2.265"
"192","10/24/2019 10:47:23.066 AM","-0.621","2.265"
"193","10/24/2019 10:47:23.067 AM","-0.621","2.265"
"194","10/24/2019 10:47:23.068 AM","-0.621","2.265"
"195","10/24/2019 10:47:23.069 AM","-0.622","2.264"
"196","10/24/2019 10:47:23.070 AM","-0.622","2.265"
"197","10/24/2019 10:47:23.071 AM","-0.622","2.265"
"198","10/24/2019 10:47:23.072 AM","-0.622","2.264"
"199","10/24/2019 10:47:23.073 AM","-0.622","2.265"
"200","10/24/2019 10:47:23.074 AM","-0.623","2.265"
"201","10/24/2019 10:47:23.075 AM","-0.622","2.264"
"202","10/24/2019 10:47:23.076 AM","-0.622","2.264"
"203","10/24/2019 10:47:23.077 AM","-0.624","2.265"
"204","10/24/2019 10:47:23.078 AM","-0.622","2.264"
"205","10/24/2019 10:47:23.079 AM","-0.623","2.265"
"206","10/24/2019 10:47:23.080 AM","-0.624","2.265"
"207","10/24/2019 10:47:23.081 AM","-0.624","2.264"
"208","10/24/2019 10:47:23.082 AM","-0.624","2.264"
"209","10/24/2019 10:47:23.083 AM","-0.624","2.264"
"210","10/24/2019 10:47:23.084 AM","-0.624","2.264"
"211","10/24/2019 10:47:23.085 AM","-0.624","2.265"
"212","10/24/2019 10:47:23.086 AM","-0.624","2.265"
"213","10/24/2019 10:47:23.087 AM","-0.624","2.265"
"214","10/24/2019 10:47:23.088 AM","-0.625","2.265"
"215","10/24/2019 10:47:23.089 AM","-0.623","2.265"
"216","10/24/2019 10:47:23.090 AM","-0.625","2.264"
"217","10/24/2019 10:47:23.091 AM","-0.625","2.264"
"218","10/24/2019 10:47:23.092 AM","-0.624","2.264"
"219","10/24/2019 10:47:23.093 AM","-0.626","2.263"
"220","10/24/2019 10:47:23.094 AM","-0.624","2.264"
"221","10/24/2019 10:47:23.095 AM","-0.624","2.265"
"222","10/24/2019 10:47:23.096 AM","-0.625","2.265"
"223","10/24/2019 10:47:23.097 AM","-0.625","2.264"
"224","10/24/2019 10:47:23.098 AM","-0.625","2.265"
"225","10/24/2019 10:47:23.099 AM","-0.625","2.265"
"226","10/24/2019 10:47:23.100 AM","-0.625","2.265"
"227","10/24/2019 10:47:23.101 AM","-0.625","2.264"
"228","10/24/2019 10:47:23.102 AM","-0.625","2.264"
"229","10/24/2019 10:47:23.103 AM","-0.625","2.265"
"230","10/24/2019 10:47:23.104 AM","-0.625","2.264"
"231","10/24/2019 10:47:23.105 AM","-0.624","2.264"
"232","10/24/2019 10:47:23.106 AM","-0.624","2.265"
"233","10/24/2019 10:47:23.107 AM","-0.624","2.264"
"234","10/24/2019 10:47:23.108 AM","-0.624","2.264"
"235","10/24/2019 10:47:23.109 AM","-0.624","2.265"
"236","10/24/2019 10:47:23.110 AM","-0.624","2.265"
"237","10/24/2019 10:47:23.111 AM","-0.624","2.264"
"238","10/24/2019 10:47:23.112 AM","-0.623","2.265"
"239","10/24/2019 10:47:23.113 AM","-0.623","2.266"
"240","10/24/2019 10:47:23.114 AM","-0.624","2.265"
"241","10/24/2019 10:47:23.115 AM","-0.622","2.265"
"242","10/24/2019 10:47:23.116 AM","-0.622","2.266"
"243","10/24/2019 10:47:23.117 AM","-0.622","2.264"
"244","10/24/2019 10:47:23.118 AM","-0.622","2.265"
"245","10/24/2019 10:47:23.119 AM","-0.621","2.265"
"246","10/24/2019 10:47:23.120 AM","-0.621","2.266"
"247","10/24/2019 10:47:23.121 AM","-0.622","2.266"
"248","10/24/2019 10:47:23.122 AM","-0.621","2.266"
"249","10/24/2019 10:47:23.123 AM","-0.621","2.265"
"250","10/24/2019 10:47:23.124 AM","-0.621","2.266"
"251","10/24/2019 10:47:23.125 AM","-0.621","2.265"
"252","10/24/2019 10:47:23.126 AM","-0.620","2.265"
"253","10/24/2019 10:47:23.127 AM","-0.620","2.266"
"254","10/24/2019 10:47:23.128 AM","-0.621","2.265"
"255","10/24/2019 10:47:23.129 AM","-0.620","2.266"
"256","10/24/2019 10:47:23.130 AM","-0.620","2.265"
"257","10/24/2019 10:47:23.131 AM","-0.619","2.265"
"258","10/24/2019 10:47:23.132 AM","-0.620","2.266"
"259","10/24/2019 10:47:23.133 AM","-0.619","2.265"
"260","10/24/2019 10:47:23.134 AM","-0.620","2.265"
"261","10/24/2019 10:47:23.135 AM","-0.619","2.266"
"262","10/24/2019 10:47:23.136 AM","-0.619","2.266"
"263","10/24/2019 10:47:23.137 AM","-0.619","2.265"
"264","10/24/2019 10:47:23.138 AM","-0.620","2.266"
"265","10/24/2019 10:47:23.139 AM","-0.619","2.266"
"266","10/24/2019 10:47:23.140 AM","-0.619","2.266"
"267","10/24/2019 10:47:23.141 AM","-0.620","2.267"
"268","10/24/2019 10:47:23.142 AM","-0.619","2.267"
"269","10/24/2019 10:47:23.143 AM","-0.619","2.267"
"270","10/24/2019 10:47:23.144 AM","-0.620","2.267"
"271","10/24/2019 10:47:23.145 AM","-0.620","2.267"
"272","10/24/2019 10:47:23.146 AM","-0.620","2.266"
"273","10/24/2019 10:47:23.147 AM","-0.620","2.267"
"274","10/24/2019 10:47:23.148 AM","-0.620","2.267"
"275","10/24/2019 10:47:23.149 AM","-0.620","2.267"
"276","10/24/2019 10:47:23.150 AM","-0.621","2.267"
"277","10/24/2019 10:47:23.151 AM","-0.621","2.267"
"278","10/24/2019 10:47:23.152 AM","-0.621","2.268"
"279","10/24/2019 10:47:23.153 AM","-0.621","2.267"
"280","10/24/2019 10:47:23.154 AM","-0.621","2.267"
"281","10/24/2019 10:47:23.155 AM","-0.621","2.268"
"282","10/24/2019 10:47:23.156 AM","-0.622","2.267"
"283","10/24/2019 10:47:23.157 AM","-0.622","2.268"
"284","10/24/2019 10:47:23.158 AM","-0.622","2.268"
"285","10/24/2019 10:47:23.159 AM","-0.622","2.268"
"286","10/24/2019 10:47:23.160 AM","-0.622","2.269"
"287","10/24/2019 10:47:23.161 AM","-0.622","2.268"
"288","10/24/2019 10:47:23.162 AM","-0.622","2.267"
"289","10/24/2019 10:47:23.163 AM","-0.622","2.268"
"290","10/24/2019 10:47:23.164 AM","-0.623","2.268"
"291","10/24/2019 10:47:23.165 AM","-0.623","2.268"
"292","10/24/2019 10:47:23.166 AM","-0.623","2.268"
"293","10/24/2019 10:47:23.167 AM","-0.623","2.267"
"294","10/24/2019 10:47:23.168 AM","-0.624","2.267"
"295","10/24/2019 10:47:23.169 AM","-0.624","2.267"
"296","10/24/2019 10:47:23.170 AM","-0.624","2.267"
"297","10/24/2019 10:47:23.171 AM","-0.624","2.267"
"298","10/24/2019 10:47:23.172 AM","-0.624","2.267"
"299","10/24/2019 10:47:23.173 AM","-0.624","2.267"
"300","10/24/2019 10:47:23.174 AM","-0.624","2.267"
"301","10/24/2019 10:47:23.175 AM","-0.624","2.267"
"302","10/24/2019 10:47:23.176 AM","-0.624","2.267"
"303","10/24/2019 10:47:23.177 AM","-0.624","2.267"
"304","10/24/2019 10:47:23.178 AM","-0.623","2.267"
"305","10/24/2019 10:47:23.179 AM","-0.623","2.267"
"306","10/24/2019 10:47:23.180 AM","-0.624","2.267"
"307","10/24/2019 10:47:23.181 AM","-0.624","2.266"
"308","10/24/2019 10:47:23.182 AM","-0.624","2.266"
"309","10/24/2019 10:47:23.183 AM","-0.624","2.266"
"310","10/24/2019 10:47:23.184 AM","-0.624","2.265"
"311","10/24/2019 10:47:23.185 AM","-0.624","2.266"
"312","10/24/2019 10:47:23.186 AM","-0.623","2.265"
"313","10/24/2019 10:47:23.187 AM","-0.624","2.266"
"314","10/24/2019 10:47:23.188 AM","-0.623","2.265"
"315","10/24/2019 10:47:23.189 AM","-0.623","2.264"
"316","10/24/2019 10:47:23.190 AM","-0.623","2.264"
"317","10/24/2019 10:47:23.191 AM","-0.623","2.264"
"318","10/24/2019 10:47:23.192 AM","-0.623","2.263"
"319","10/24/2019 10:47:23.193 AM","-0.622","2.264"
"320","10/24/2019 10:47:23.194 AM","-0.623","2.263"
"321","10/24/2019 10:47:23.195 AM","-0.622","2.263"
"322","10/24/2019 10:47:23.196 AM","-0.622","2.263"
"323","10/24/2019 10:47:23.197 AM","-0.622","2.262"
"324","10/24/2019 10:47:23.198 AM","-0.622","2.263"
"325","10/24/2019 10:47:23.199 AM","-0.622","2.262"
"326","10/24/2019 10:47:23.200 AM","-0.621","2.262"
"327","10/24/2019 10:47:23.201 AM","-0.622","2.263"
"328","10/24/2019 10:47:23.202 AM","-0.621","2.261"
"329","10/24/2019 10:47:23.203 AM","-0.622","2.262"
"330","10/24/2019 10:47:23.204 AM","-0.621","2.262"
"331","10/24/2019 10:47:23.205 AM","-0.621","2.262"
"332","10/24/2019 10:47:23.206 AM","-0.621","2.261"
"333","10/24/2019 10:47:23.207 AM","-0.621","2.261"
"334","10/24/2019 10:47:23.208 AM","-0.620","2.262"
"335","10/24/2019 10:47:23.209 AM","-0.621","2.261"
"336","10/24/2019 10:47:23.210 AM","-0.620","2.261"
"337","10/24/2019 10:47:23.211 AM","-0.620","2.262"
"338","10/24/2019 10:47:23.212 AM","-0.621","2.261"
"339","10/24/2019 10:47:23.213 AM","-0.620","2.261"
"340","10/24/2019 10:47:23.214 AM","-0.621","2.261"
"341","10/24/2019 10:47:23.215 AM","-0.620","2.261"
"342","10/24/2019 10:47:23.216 AM","-0.620","2.261"
"343","10/24/2019 10:47:23.217 AM","-0.620","2.261"
"344","10/24/2019 10:47:23.218 AM","-0.619","2.261"
"345","10/24/2019 10:47:23.219 AM","-0.619","2.261"
"346","10/24/2019 10:47:23.220 AM","-0.620","2.261"
"347","10/24/2019 10:47:23.221 AM","-0.619","2.261"
"348","10/24/2019 10:47:23.222 AM","-0.620","2.261"
"349","10/24/2019 10:47:23.223 AM","-0.620","2.261"
"350","10/24/2019 10:47:23.224 AM","-0.619","2.261"
"351","10/24/2019 10:47:23.225 AM","-0.620","2.261"
"352","10/24/2019 10:47:23.226 AM","-0.619","2.262"
"353","10/24/2019 10:47:23.227 AM","-0.620","2.262"
"354","10/24/2019 10:47:23.228 AM","-0.619","2.262"
"355","10/24/2019 10:47:23.229 AM","-0.620","2.262"
"356","10/24/2019 10:47:23.230 AM","-0.620","2.262"
"357","10/24/2019 10:47:23.231 AM","-0.620","2.262"
"358","10/24/2019 10:47:23.232 AM","-0.619","2.261"
"359","10/24/2019 10:47:23.233 AM","-0.620","2.262"
"360","10/24/2019 10:47:23.234 AM","-0.619","2.262"
"361","10/24/2019 10:47:23.235 AM","-0.620","2.262"
"362","10/24/2019 10:47:23.236 AM","-0.619","2.262"
"363","10/24/2019 10:47:23.237 AM","-0.619","2.262"
"364","10/24/2019 10:47:23.238 AM","-0.621","2.263"
"365","10/24/2019 10:47:23.239 AM","-0.620","2.263"
"366","10/24/2019 10:47:23.240 AM","-0.620","2.262"
"367","10/24/2019 10:47:23.241 AM","-0.620","2.263"
"368","10/24/2019 10:47:23.242 AM","-0.620","2.263"
"369","10/24/2019 10:47:23.243 AM","-0.620","2.263"
"370","10/24/2019 10:47:23.244 AM","-0.620","2.263"
"371","10/24/2019 10:47:23.245 AM","-0.621","2.263"
"372","10/24/2019 10:47:23.246 AM","-0.620","2.263"
"373","10/24/2019 10:47:23.247 AM","-0.620","2.263"
"374","10/24/2019 10:47:23.248 AM","-0.621","2.263"
"375","10/24/2019 10:47:23.249 AM","-0.621","2.263"
"376","10/24/2019 10:47:23.250 AM","-0.620","2.263"
"377","10/24/2019 10:47:23.251 AM","-0.621","2.263"
"378","10/24/2019 10:47:23.252 AM","-0.621","2.263"
"379","10/24/2019 10:47:23.253 AM","-0.621","2.264"
"380","10/24/2019 10:47:23.254 AM","-0.621","2.263"
"381","10/24/2019 10:47:23.255 AM","-0.621","2.263"
"382","10/24/2019 10:47:23.256 AM","-0.621","2.263"
"383","10/24/2019 10:47:23.257 AM","-0.622","2.263"
"384","10/24/2019 10:47:23.258 AM","-0.622","2.262"
"385","10/24/2019 10:47:23.259 AM","-0.621","2.262"
"386","10/24/2019 10:47:23.260 AM","-0.621","2.263"
"387","10/24/2019 10:47:23.261 AM","-0.622","2.263"
"388","10/24/2019 10:47:23.262 AM","-0.622","2.262"
"389","10/24/2019 10:47:23.263 AM","-0.622","2.262"
"390","10/24/2019 10:47:23.264 AM","-0.622","2.263"
"391","10/24/2019 10:47:23.265 AM","-0.623","2.262"
"392","10/24/2019 10:47:23.266 AM","-0.622","2.262"
"393","10/24/2019 10:47:23.267 AM","-0.622","2.263"
"394","10/24/2019 10:47:23.268 AM","-0.623","2.263"
"395","10/24/2019 10:47:23.269 AM","-0.623","2.262"
"396","10/24/2019 10:47:23.270 AM","-0.622","2.263"
"397","10/24/2019 10:47:23.271 AM","-0.623","2.263"
"398","10/24/2019 10:47:23.272 AM","-0.623","2.263"
"399","10/24/2019 10:47:23.273 AM","-0.623","2.263"
"400","10/24/2019 10:47:23.274 AM","-0.622","2.263"
"401","10/24/2019 10:47:23.275 AM","-0.623","2.263"
"402","10/24/2019 10:47:23.276 AM","-0.623","2.264"
"403","10/24/2019 10:47:23.277 AM","-0.622","2.263"
"404","10/24/2019 10:47:23.278 AM","-0.623","2.263"
"405","10/24/2019 10:47:23.279 AM","-0.623","2.263"
"406","10/24/2019 10:47:23.280 AM","-0.623","2.263"
"407","10/24/2019 10:47:23.281 AM","-0.623","2.263"
"408","10/24/2019 10:47:23.282 AM","-0.622","2.264"
"409","10/24/2019 10:47:23.283 AM","-0.623","2.263"
"410","10/24/2019 10:47:23.284 AM","-0.623","2.263"
"411","10/24/2019 10:47:23.285 AM","-0.624","2.263"
"412","10/24/2019 10:47:23.286 AM","-0.622","2.263"
"413","10/24/2019 10:47:23.287 AM","-0.623","2.263"
"414","10/24/2019 10:47:23.288 AM","-0.622","2.263"
"415","10/24/2019 10:47:23.289 AM","-0.622","2.263"
"416","10/24/2019 10:47:23.290 AM","-0.623","2.264"
"417","10/24/2019 10:47:23.291 AM","-0.622","2.264"
"418","10/24/2019 10:47:23.292 AM","-0.623","2.264"
"419","10/24/2019 10:47:23.293 AM","-0.622","2.264"
"420","10/24/2019 10:47:23.294 AM","-0.622","2.264"
"421","10/24/2019 10:47:23.295 AM","-0.622","2.264"
"422","10/24/2019 10:47:23.296 AM","-0.622","2.264"
"423","10/24/2019 10:47:23.297 AM","-0.621","2.263"
"424","10/24/2019 10:47:23.298 AM","-0.621","2.264"
"425","10/24/2019 10:47:23.299 AM","-0.621","2.264"
"426","10/24/2019 10:47:23.300 AM","-0.621","2.263"
"427","10/24/2019 10:47:23.301 AM","-0.621","2.263"
"428","10/24/2019 10:47:23.302 AM","-0.621","2.263"
"429","10/24/2019 10:47:23.303 AM","-0.620","2.264"
"430","10/24/2019 10:47:23.304 AM","-0.620","2.264"
"431","10/24/2019 10:47:23.305 AM","-0.621","2.264"
"432","10/24/2019 10:47:23.306 AM","-0.619","2.264"
"433","10/24/2019 10:47:23.307 AM","-0.619","2.264"
"434","10/24/2019 10:47:23.308 AM","-0.620","2.264"
"435","10/24/2019 10:47:23.309 AM","-0.619","2.263"
"436","10/24/2019 10:47:23.310 AM","-0.619","2.264"
"437","10/24/2019 10:47:23.311 AM","-0.619","2.264"
"438","10/24/2019 10:47:23.312 AM","-0.619","2.263"
"439","10/24/2019 10:47:23.313 AM","-0.619","2.264"
"440","10/24/2019 10:47:23.314 AM","-0.619","2.265"
"441","10/24/2019 10:47:23.315 AM","-0.618","2.264"
"442","10/24/2019 10:47:23.316 AM","-0.618","2.264"
"443","10/24/2019 10:47:23.317 AM","-0.618","2.265"
